rating,aftertaste,aroma,body,flavor,coffee_origin,roast_level,roaster,roaster_location
88,7.0,8.0,7.0,8.0,Guatemala,Medium-Dark,Caffe Vita Coffee Roasting Co.,"Seattle, Washington"
88,7.0,7.0,8.0,8.0,"Tarrazu growing region, central Costa Rica",Dark,Old Bisbee Roasters,"Bisbee, Arizona"
87,7.0,7.0,7.0,8.0,Indonesia,Very Dark,Central Coast Coffee Roasting,"Los Osos, California"
86,7.0,8.0,6.0,7.0,"Toraja growing region, southwestern Sulawesi, Indonesia",Very Dark,Starbucks Coffee,"Seattle, Washington"
86,7.0,8.0,7.0,8.0,"Northern Sumatra, probably Aceh Province",Very Dark,The Beanstock Coffee Roasters,"Wellfleet, Cape Cod, Massachusetts"
91,7.0,8.0,8.0,8.0,Not disclosed,Medium-Light,Steep & Brew,"Madison, Wisconsin"
90,7.0,8.0,7.0,8.0,Not disclosed,Medium,Klatch Coffee,"San Dimas, California"
90,7.0,9.0,8.0,8.0,Not disclosed,Medium,Flying Goat Coffee,"Healdsberg, California"
89,7.0,8.0,7.0,8.0,Not disclosed,Medium,PT's Coffee Roasting Co.,"Topeka, Kansas"
88,8.0,8.0,7.0,8.0,Not disclosed,Medium-Dark,Alterra Coffee Roasters,"Milwaukee, Wisconsin"
86,7.0,8.0,7.0,8.0,East Africa,Medium,Caffe Pronto Coffee Roastery,"Annapolis, Maryland"
86,7.0,7.0,7.0,8.0,Not disclosed,Medium-Light,Caribou Coffee,"Minneapolis, Minnesota"
85,6.0,8.0,8.0,7.0,Central and South America,Medium-Dark,The Organic Coffee Company,"San Leandro, California"
85,6.0,8.0,7.0,7.0,Not disclosed,Medium-Dark,Gridge's Coffee & Roasting,"Cookeville, Tennessee"
88,8.0,8.0,7.0,8.0,"San Agustin growing region, Huila Department, southern Colombia",Medium-Dark,The Roasterie,"Kansas City, Missouri"
87,8.0,7.0,7.0,7.0,Thailand,Medium-Dark,Koolbreeze Distribution,"South Lake Tahoe, California"
94,7.0,10.0,8.0,8.0,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia",Medium-Dark,Paradise Roasters,"Ramsey, Minnesota"
94,9.0,8.0,8.0,9.0,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia",Medium-Dark,Batdorf & Bronson,"Olympia, Washington"
93,8.0,9.0,7.0,9.0,"Nyeri growing region, south-central Kenya",Medium-Light,Terroir Coffee,"Acton, Massachusetts"
91,6.0,9.0,8.0,9.0,"Sidamo Province, southern Ethiopia",Medium-Light,Novo Coffee,"Denver, Colorado"
91,8.0,8.0,8.0,9.0,South-Central Kenya,Medium-Dark,Barefoot Coffee Roasters,"Santa Clara, California"
91,8.0,9.0,8.0,8.0,"Huila Department, southern Colombia",Medium,Green Mountain Coffee,"Waterbury, Vermont"
91,7.0,9.0,7.0,9.0,"Boquete growing region, western Panama",Medium-Light,Stumptown Coffee Roasters,"Portland, Oregon"
91,9.0,8.0,7.0,9.0,"Cauca growing region, southern Colombia",Light,Terroir Coffee,"Acton, Massachusetts"
90,8.0,9.0,7.0,8.0,Central Costa Rica,Medium,The Roasterie,"Kansas City, Missouri"
89,8.0,8.0,7.0,8.0,"Neuva Segovia growing region, Nicaragua",Medium,Coffee Masters,"Spring Grove, Illinois"
89,7.0,10.0,8.0,8.0,"Sidamo Province, southern Ethiopia",Medium,Green Mountain Coffee,"Waterbury, Vermont"
88,7.0,7.0,7.0,8.0,"Chiapas State, Mexico",Medium,Caribou Coffee,"Minneapolis, Minnesota"
86,7.0,7.0,7.0,7.0,"Toraja growing region, southwestern Sulawesi, Indonesia",Dark,Starbucks Coffee,"Seattle, Washington"
90,8.0,8.0,8.0,8.0,Not disclosed,Dark,Island Joe's Coffee,"Key West, Florida"
89,8.0,7.0,8.0,8.0,Not disclosed,Very Dark,The Roasterie,"Kansas City, Missouri"
86,7.0,7.0,7.0,7.0,Not disclosed,Very Dark,Orleans Coffee Exchange,"Kenner, Louisiana"
85,6.0,7.0,8.0,7.0,Not disclosed,Very Dark,Jeremiah's Pick Coffee,"San Francisco, California"
85,6.0,7.0,8.0,7.0,Not disclosed,Very Dark,French Market,"New Orleans, Louisiana"
84,7.0,7.0,7.0,6.0,Not disclosed,Medium-Dark,Passion Cafe,"Los Angeles, California"
82,6.0,7.0,7.0,6.0,"Coffee component from the Yirgacheffe growing region, southern Ethiopia",Very Dark,Indigenous Coffees,"Santa Barbara, California"
81,7.0,7.0,8.0,5.0,"Coffee component from the Yirgacheffe growing region, southern Ethiopia",Very Dark,Indigenous Coffees,"Santa Barbara, California"
80,6.0,6.0,8.0,4.0,Not disclosed,Medium,New Mexico Pinon Coffee,"Albuquerque, New Mexico"
78,4.0,7.0,7.0,5.0,Not disclosed,Very Dark,Rocamojo,"Los Angeles, California"
87,7.0,8.0,8.0,7.0,"Huehuetenango growing region, Guatemala",Medium-Dark,JBC Coffee Roasters,"Madision, Wisconsin"
87,7.0,7.0,8.0,8.0,Northern Sumatra,Very Dark,Green Mountain Coffee,"Waterbury, Vermont"
87,7.0,8.0,7.0,8.0,Not disclosed,Very Dark,Green Mountain Coffee,"Waterbury, Vermont"
88,7.0,8.0,8.0,7.0,Not disclosed,Very Dark,Green Mountain Coffee,"Waterbury, Vermont"
88,7.0,8.0,8.0,7.0,Not disclosed,Very Dark,Green Mountain Coffee,"Waterbury, Vermont"
85,7.0,7.0,8.0,7.0,Not disclosed,Very Dark,Green Mountain Coffee,"Waterbury, Vermont"
87,7.0,7.0,8.0,8.0,Not disclosed,Very Dark,Green Mountain Coffee,"Waterbury, Vermont"
85,8.0,7.0,7.0,7.0,Not disclosed,Very Dark,Green Mountain Coffee,"Waterbury, Vermont"
91,9.0,8.0,8.0,9.0,Not disclosed,Medium-Dark,Paradise Roasters,"Anoka, Minnesota"
91,7.0,8.0,7.0,8.0,Not disclosed,Medium-Dark,Sunshine Organic Coffee Roasters,"Forestville, California"
91,7.0,8.0,8.0,8.0,Not disclosed,Medium-Dark,The Supreme Bean,"North Hollywood, California"
90,8.0,8.0,7.0,8.0,Not disclosed,Dark,Caffe Artigiano,"Vancouver, British Colombia"
90,8.0,8.0,7.0,7.0,Not disclosed,Medium-Dark,Island Joe's Coffee,"Key West, Florida"
90,7.0,8.0,8.0,7.0,Not disclosed,Very Dark,Reading Coffee Roasters,"Birdsboro, Pennsylvania"
90,8.0,8.0,8.0,8.0,Not disclosed,Medium-Dark,The Roasterie,"Kansas City, Missouri"
90,8.0,8.0,8.0,8.0,Not disclosed,Medium-Dark,Stumptown Coffee Roasters,"Portland, Oregon"
89,7.0,8.0,8.0,8.0,"Sidamo Province, southern Ethiopia",Medium,Klatch Coffee,"San Dimas, California"
89,7.0,8.0,7.0,7.0,Not disclosed,Medium-Dark,Lasaters Coffee & Tea,"Clarksville, Tennessee"
88,8.0,7.0,7.0,8.0,Not disclosed,Dark,Alaska Coffee Roasting Company,"Fairbanks, Alaska"
88,7.0,8.0,8.0,7.0,Not disclosed,Medium-Dark,Olympia Coffee Roasting,"Olympia, Washington"
86,7.0,8.0,7.0,7.0,South-Central Brazil,Medium-Dark,Bom Dia Cafe,"Miami, Florida"
87,7.0,8.0,8.0,7.0,"Ribeirao do Pinhal region, State of Parana, Brazil",Medium,Ferroni Brothers,"Doral, Florida"
86,8.0,7.0,7.0,7.0,"Ribeirao do Pinhal region, State of Parana, Brazil",Medium-Light,Ferroni Brothers,"Doral, Florida"
87,7.0,8.0,7.0,8.0,Not disclosed,Dark,Swiss Water Decaffeinated Coffee Company,"Burnaby, British Colombia"
87,8.0,8.0,8.0,8.0,Not disclosed,Dark,Swiss Water Decaffeinated Coffee Company,"Burnaby, British Colombia"
88,8.0,8.0,7.0,8.0,Not disclosed,Medium-Dark,Green Mountain Coffee,"Waterbury, Vermont"
87,8.0,7.0,8.0,7.0,Not disclosed,Dark,J.J. Darboven,"Hamburg, Germany"
96,8.0,9.0,7.0,9.0,"Kirinyaga growing district, Central Kenya",Medium,Terroir Coffee,"Acton, Massachusetts"
93,8.0,7.0,8.0,8.0,Not disclosed,Medium,Barefoot Coffee Roasters,"Santa Clara, California"
92,8.0,9.0,8.0,8.0,"Kefa (Kaffa) Province, southwestern Ethiopia",Medium,Paradise Roasters,"Ramsey, Minnesota"
90,7.0,9.0,8.0,8.0,Not disclosed,Medium,Klatch Coffee,"San Dimas, California"
88,8.0,7.0,7.0,8.0,Not disclosed,Dark,Quartermaine Coffee Roasters,"Rockville, Maryland"
88,8.0,7.0,7.0,8.0,Not disclosed,Medium-Dark,Willoughby's Coffee & Tea,"Branford, Connecticut"
87,8.0,7.0,8.0,8.0,Not disclosed,Medium-Dark,Orleans Coffee Exchange,"Kenner, Louisiana"
86,7.0,8.0,7.0,7.0,Not disclosed,Medium-Dark,Mocha Joe's Specialty Coffee Roasters,"Brattleboro, Vermont"
89,7.0,8.0,7.0,8.0,"Boquete growing region, western Panama",Medium-Light,Green Mountain Coffee,"Waterbury, Vermont"
89,8.0,8.0,8.0,8.0,"Toraja growing region, southwestern Sulawesi, Indonesia",Medium-Dark,California Coffee Roasters,"Moorpark, California"
88,7.0,8.0,8.0,8.0,"North Kona growing district, Big Island of Hawaii",Medium-Dark,J. Tudor Estate,"Holualoa, Hawaii"
86,7.0,8.0,7.0,7.0,"Jinotega growing region, north-central Nicaragua",Medium,California Coffee Roasters,"Moorpark, California"
96,10.0,9.0,9.0,9.0,El Salvador,Medium-Light,Torreo Coffee Roasters,"Philadelphia, Pennsylvania"
95,9.0,9.0,8.0,10.0,El Salvador,Medium,Intelligentsia Coffee,"Chicago, Illinois"
95,9.0,10.0,8.0,10.0,"Boquete growing region, western Panama",Medium-Light,Stumptown Coffee Roasters,"Portland, Oregon"
95,10.0,9.0,9.0,10.0,"Nueva Segovia growing region, Nicaragua",Medium-Light,Torreo Coffee Roasters,"Philadelphia, Pennsylvania"
92,9.0,8.0,8.0,10.0,El Salvador,Medium,Rocket Coffee Roasters,"Phoenix, Arizona"
91,9.0,8.0,9.0,9.0,"Madriz growing region, Nicaragua",Medium-Light,Stumptown Coffee Roasters,"Portland, Oregon"
91,9.0,8.0,9.0,9.0,"Madriz growing region, Nicaragua",Medium,Stone Cup Roasting,"Chattanooga, Tennessee"
91,9.0,8.0,8.0,9.0,El Salvador,Medium-Light,Zoka Coffee Roasters,"Seattle, Washington"
90,8.0,8.0,8.0,9.0,El Salvador,Medium,Paradise Roasters,"Ramsey, Minnesota"
92,9.0,9.0,8.0,8.0,"Boquete growing region, western Panama",Medium,Green Mountain Coffee,"Waterbury, Vermont"
86,7.0,8.0,7.0,7.0,"Yirgacheffe growing district, southern Ethiopia",Medium,Green Mountain Coffee,"Waterbury, Vermont"
88,7.0,8.0,7.0,8.0,Colombia,Very Dark,Brown Gold,"Fort Worth, Texas"
87,7.0,7.0,8.0,8.0,Not disclosed,Very Dark,Community Coffee,"Baton Rouge, Louisiana"
87,6.0,8.0,8.0,7.0,Not disclosed,Very Dark,Peet's Coffee & Tea,"Emeryville, California"
87,7.0,8.0,7.0,8.0,East Africa,Very Dark,Starbucks Coffee,"Seattle, Washington"
85,7.0,7.0,8.0,7.0,The Kona growing region of the Big Island of Hawaii and other undisclosed origins,Very Dark,Millstone Coffee,"Cincinnati, Ohio"
84,7.0,8.0,8.0,6.0,Colombia,Very Dark,Folgers Gourmet Selections,"Cincinnati, Ohio"
84,6.0,8.0,7.0,7.0,"Northern Sumatra, Indonesia",Very Dark,Starbucks Coffee,"Seattle, Washington"
84,6.0,7.0,8.0,8.0,"Brazil, Central America, Colombia",Very Dark,Wal-Mart Stores,"Bentonville, Arkansas"
82,5.0,7.0,7.0,6.0,Not disclosed,Very Dark,Millstone Coffee,"Cincinnati, Ohio"
79,7.0,5.0,8.0,5.0,Not disclosed,Very Dark,Yuban,"Northfield, Illinois"
81,5.0,7.0,8.0,6.0,Not disclosed,Very Dark,Maxwell House,"Tarrytown, New York"
78,5.0,5.0,8.0,5.0,Not disclosed,Very Dark,MJB,"New York, New York"
76,5.0,5.0,7.0,4.0,Not disclosed,Very Dark,Yuban,"Northfield, Illinois"
75,6.0,5.0,7.0,4.0,Not disclosed,Very Dark,Folgers Gourmet Selections,"Cincinnati, Ohio"
92,7.0,9.0,7.0,8.0,South-Central Kenya,Medium-Light,Dilworth Coffee,"Charlotte, North Carolina"
92,7.0,8.0,7.0,8.0,"Yemen or Harrar region of Ethiopia; Java, Indonesia",Medium,Green Mountain Coffee,"Waterbury, Vermont"
87,7.0,7.0,8.0,7.0,"Chiapas State, southeastern Mexico",Medium,Green Mountain Coffee,"Waterbury, Vermont"
96,8.0,10.0,8.0,8.0,"Tolima growing region, south-central Colombia",Medium,Paradise Roasters,"Ramsey, Minnesota"
90,8.0,8.0,7.0,8.0,"Sul de Minas growing region, southern Minas Gerais State, Brazil",Medium,The Roasterie,"Kansas City, Missouri"
89,8.0,8.0,8.0,8.0,South-central Kenya,Medium-Dark,Flying Goat Coffee,"Healdsburg, California"
90,8.0,9.0,8.0,8.0,Eastern Java,Medium-Dark,Moore Coffee,"Ventura, California"
90,8.0,9.0,7.0,8.0,Southern India,Medium-Light,Paradise Roasters,"Anoka, Minnesota"
85,8.0,8.0,8.0,7.0,"East Africa, Central and South America",Light,Gevalia Kaffe,"Gavle, Sweden"
86,8.0,7.0,6.0,7.0,Not disclosed,Very Dark,Caffe Vita Coffee Roasting Co.,"Seattle, Washington"
88,8.0,8.0,8.0,8.0,"Loja Province, Ecuador",Medium-Dark,Moore Coffee,"Ventura, California"
85,8.0,7.0,7.0,7.0,Not disclosed,Very Dark,World Cup Roasters,"Portland, Oregon"
80,8.0,6.0,6.0,6.0,"Presumably, Sidamo Province, southern Ethiopia",Very Dark,Flavia Beverage Systems,"West Chester, Pennsylvania"
92,8.0,8.0,8.0,8.0,Papua New Guinea,Medium,The Roasterie,"Kansas City, Missouri"
86,6.0,8.0,7.0,8.0,"Fraijanes growing region, south-central Guatemala",Medium-Dark,Intelligentsia Coffee Roasters,"Chicago, Illinois"
92,8.0,9.0,8.0,7.0,North-central Yemen,Very Dark,Bartlett's Premium Coffee,"Oakland, California"
84,8.0,7.0,7.0,7.0,Not disclosed,Medium,Eight O'Clock Coffee,"Montvale, New Jersey"
90,8.0,8.0,6.0,9.0,South-central Kenya,Medium,The Embellished Bean,"LaGrangeville, New York"
90,8.0,8.0,8.0,8.0,Not disclosed,Light,Timothy's World Coffee,"Toronto, Canada"
86,8.0,7.0,7.0,7.0,"Bouquete region of Panama, near the Costa Rican border",Medium-Dark,Starbucks Coffee,"Seattle, Washington"
82,8.0,7.0,6.0,7.0,"Northern Sumatra, Indonesia",Very Dark,Capricorn Coffee,"San Francisco, California"
81,8.0,6.0,7.0,6.0,"Northern Sumatra; San Marcos region, northwestern Guatemala",Very Dark,Coffee Roasters of Pasadena,"Pasadena, California"
78,8.0,7.0,6.0,7.0,"East Java, Indonesia; central Yemen",Dark,Starbucks Coffee,"Seattle, Washington"
89,8.0,8.0,8.0,8.0,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia",Dark,Equal Exchange,"Canton, Massachusetts"
89,8.0,8.0,7.0,8.0,"Lintong growing region, North Sumatra Province, Sumatra, Indonesia",Medium,Trader Joe's,"Monrovia, California"
89,8.0,8.0,8.0,8.0,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia",Medium-Dark,Jeremiah's Pick Coffee,"San Francisco, California"
86,8.0,8.0,7.0,7.0,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia",Medium-Dark,Flying Goat Coffee,"Healdsburg, California"
85,8.0,8.0,7.0,7.0,"Mandheling growing region, North Sumatra Province, Sumatra, Indonesia",Medium-Dark,Door County Coffee and Tea,"Sturgeon Bay, Wisconsin"
85,8.0,8.0,7.0,7.0,"Mandheling growing region, North Sumatra Province, Sumatra, Indonesia",Very Dark,Stockton Graham & Co,"Raleigh, North Carolina"
85,8.0,8.0,7.0,7.0,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia",Medium-Dark,Ecco Caffe,"Santa Rosa, California"
83,8.0,7.0,7.0,7.0,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia",Dark,Flying Goat Coffee,"Healdsburg, California"
83,8.0,7.0,7.0,7.0,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia",Medium-Dark,Seattle's Best Coffee,"Seattle, Washington"
83,8.0,8.0,7.0,7.0,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia",Very Dark,Stockton Graham & Co,"Raleigh, North Carolina"
94,8.0,9.0,9.0,9.0,Nicaragua,Medium-Light,Thanksgiving Coffee,"Fort Bragg, California"
90,8.0,9.0,7.0,8.0,East Africa,Medium-Light,Allegro Coffee,"Thornton, Colorado"
89,8.0,8.0,7.0,8.0,South-central Kenya,Medium-Dark,Diedrich Coffee,"Irvine, California"
87,8.0,8.0,7.0,7.0,Not disclosed,Medium-Dark,Mozart's Coffee Roasters,"Austin, Texas"
87,8.0,8.0,7.0,7.0,Not disclosed,Medium-Dark,Mozart's Coffee Roasters,"Austin, Texas"
86,8.0,7.0,7.0,8.0,Not disclosed,Dark,Has Beans,"Mt. Shasta, California"
87,8.0,8.0,7.0,8.0,Not disclosed,Very Dark,Caffe Appassionato,"Seattle, Washington"
84,8.0,7.0,8.0,7.0,Colombia,Very Dark,Sara Lee Coffee and Tea,"New York, New York"
84,8.0,7.0,7.0,7.0,Not disclosed,Medium-Dark,Community Coffee,"Baton Rouge, Louisiana"
84,8.0,7.0,7.0,7.0,"Antigua Valley, Guatemala",Medium-Dark,Starbucks Coffee,"Seattle, Washington"
91,8.0,8.0,7.0,9.0,"Blue Mountain district, eastern Jamaica",Light,Green Mountain Coffee,"Waterbury, Vermont"
90,8.0,8.0,8.0,6.0,Not disclosed,Dark,Coffee City USA,"Coffee City, Texas"
90,8.0,8.0,8.0,8.0,Colombia; Costa Rica; Papua New Guinea,Medium-Dark,Graffeo Coffee,"San Francisco, California"
89,8.0,8.0,7.0,8.0,Central America; East Africa; South America,Medium-Light,Mozart's Coffee Roasters,"Austin, Texas"
89,8.0,8.0,8.0,7.0,Indonesia; South America; Central America,Medium-Dark,Supreme Bean Coffee Roasters,"North Hollywood, California"
87,8.0,8.0,7.0,7.0,Not disclosed,Light,Diedrich Coffee Roasters,"Irvine, California"
87,8.0,7.0,7.0,8.0,Colombia,Light,Millstone Coffees,"Cincinnati, Ohio"
87,8.0,8.0,7.0,8.0,"Toraja/Kalossi growing district, southwestern Sulawesi, Indonesia",Not disclosed,Green Mountain Coffee,"Waterbury, Vermont"
87,8.0,8.0,8.0,6.0,Colombia; Costa Rica; Papua New Guinea,Very Dark,Graffeo Coffee,"San Francisco, California"
87,8.0,6.0,7.0,7.0,Not disclosed,Not disclosed,Lavazza,"Turin, Italy"
85,8.0,7.0,6.0,7.0,Not disclosed,Medium-Dark,Seattle's Best Coffee,"Seattle, Washington"
91,8.0,8.0,7.0,8.0,Papua New Guinea,Medium,CC's Coffee,"Baton Rouge, Louisiana"
91,8.0,9.0,8.0,9.0,"Yirgacheffe growing region, south-central Ethiopia",Medium,Neighbors Coffee,"Oklahoma City, Oklahoma"
90,8.0,8.0,6.0,8.0,South-central Kenya,Medium,Flying Goat Coffee,"Healdsburg, California"
90,9.0,8.0,7.0,9.0,"Bouquete growing region, western Panama",Medium,Intelligentsia Coffee Roasters,"Chicago, Illinois"
90,8.0,8.0,8.0,8.0,"Papua New Guinea; Timor; western Java and north-central Sumatra, Indonesia",Very Dark,Peet's Coffee and Tea,"Berkeley, California"
89,8.0,8.0,8.0,8.0,Central Nicaragua,Medium-Light,Timothy's World Coffee,"Toronto, Canada"
89,8.0,8.0,6.0,8.0,South-central Kenya,Medium-Dark,Intelligentsia Coffee Roasters,"Chicago, Illinois"
89,8.0,8.0,8.0,8.0,Not disclosed,Medium-Dark,Torreo Coffee,"Philadelphia, Pennsylvania"
88,8.0,7.0,7.0,8.0,"San Cristobal, Galapagos Islands",Medium-Dark,Flying Goat Coffee,"Healdsburg, California"
88,8.0,7.0,7.0,8.0,Not disclosed,Very Dark,Peet's Coffee and Tea,"Berkeley, California"
88,8.0,8.0,8.0,8.0,Central Costa Rica,Medium,Torreo Coffee,"Philadelphia, Pennsylvania"
86,8.0,8.0,7.0,8.0,"Sulawesi, Indonesia; Kenya; Colombia",Very Dark,Stockton Graham & Co,"Raleigh, North Carolina"
86,8.0,8.0,7.0,7.0,West-central Costa Rica,Medium,Café Rey,"Curridabat, Costa Rica"
90,8.0,8.0,7.0,8.0,"Blue Mountain growing region, eastern Jamaica",Medium,Capricorn Coffees,"San Francisco, California"
89,8.0,8.0,7.0,8.0,"Blue Mountain growing region, eastern Jamaica",Medium,Kaya Imports,"Sackville, New Brunswick, Canada"
88,8.0,7.0,7.0,8.0,"Blue Mountain growing region, eastern Jamaica",Medium-Dark,Dallis Bros. Coffee,"Ozone Park, New York"
87,8.0,7.0,8.0,8.0,"Blue Mountain growing region, eastern Jamaica",Medium,Old Tavern Estate,"Green Hills, Portland, Jamaica"
87,8.0,8.0,8.0,7.0,South-central Puerto Rico,Medium-Dark,Dallis Bros. Coffee,"Ozone Park, New York"
87,8.0,8.0,7.0,8.0,"Blue Mountain growing region, eastern Jamaica",Medium-Dark,Old Tavern Estate,"Green Hills, Portland, Jamaica"
85,8.0,6.0,8.0,7.0,"Blue Mountain growing region, eastern Jamaica",Medium,Gloria Jean's Coffees,"Irvine, California"
84,8.0,6.0,7.0,7.0,Southwestern Puerto Rico,Medium,Barrington Coffee Roasting Co.,"Great Barrington, Maine"
81,6.0,6.0,7.0,6.0,Southwestern Puerto Rico,Medium,Dallis Bros. Coffee,"Ozone Park, New York"
93,8.0,8.0,7.0,8.0,"Antigua Valley, Guatemala",Medium-Light,Coffeemaria,"Hanover Park, Illinois"
91,8.0,8.0,7.0,8.0,Blend of East African coffees,Not disclosed,Julius Meinl,"Vienna, Austria"
87,8.0,7.0,7.0,8.0,"Chanchamayo growing region, south-central Peru",Medium,FreshCoffeeNow.com,"Atlanta, Georgia"
86,8.0,8.0,7.0,8.0,Central Yemen,Medium-Dark,CoffeeAM,"Woodstock, Georgia"
85,8.0,7.0,7.0,7.0,South and Central America,Medium-Dark,California Coffee Roasters,"Moorpark, California"
85,8.0,7.0,7.0,7.0,Not disclosed,Medium-Light,Julius Meinl,"Vienna, Austria"
84,8.0,8.0,7.0,8.0,"Chanchamayo growing region, south-central Peru",Medium-Dark,Joe to Go,"North Hollywood, California"
83,8.0,7.0,8.0,7.0,Colombia,Medium,The Embellished Bean,"LaGrangeville, New York"
80,8.0,6.0,7.0,6.0,Cameroon,Medium-Dark,FreshCoffeeNow.com,"Atlanta, Georgia"
78,8.0,7.0,7.0,4.0,"Harrar growing region, east-central Ethiopia",Dark,Coffeemaria,"Hanover Park, Illinois"
94,8.0,9.0,8.0,10.0,"Huehuetenango growing region, north-central Guatemala",Very Dark,Bucks County Coffee,"Langhorne, Pennsylvania"
91,8.0,8.0,8.0,8.0,South-central Kenya,Medium,Allegro Coffee,"Thornton, Colorado"
89,8.0,8.0,7.0,8.0,South-central Kenya,Medium,Allegro Coffee,"Thornton, Colorado"
87,8.0,8.0,7.0,7.0,"Cauca Department, southwestern Colombia",Medium,Green Mountain Coffee,"Waterbury, Vermont"
89,8.0,8.0,8.0,7.0,Colombia,Medium,Dean & Deluca,"New York, New York"
87,8.0,7.0,6.0,8.0,"Antigua Valley, Guatemala",Medium,McNulty's Tea & Coffee,"New York, New York"
87,7.0,7.0,7.0,7.0,South-central Kenya,Medium-Dark,J. Martinez & Company,"Atlanta, Georgia"
86,8.0,7.0,7.0,8.0,Colombia,Medium-Dark,Sara Lee Coffee & Tea,"Harrison, New York"
85,8.0,7.0,8.0,8.0,"Colombia, Central America, Kona, Hawaii",Medium,Pathmark's Mountain Harvest,"Carteret, New Jersey"
85,8.0,7.0,8.0,7.0,Southern India,Light,Porto Rico Importing Co.,"New York, New York"
84,8.0,7.0,7.0,7.0,Not disclosed,Medium,Dean & Deluca,"New York, New York"
84,8.0,7.0,8.0,6.0,"Northwestern Sumatra, Indonesia",Medium,Bucks County Coffee,"Langhorne, Pennsylvania"
82,8.0,7.0,8.0,6.0,Not disclosed,Very Dark,Aroma Coffee Roasters,"Hoboken, New Jersey"
82,8.0,7.0,8.0,7.0,Not disclosed,Medium,Maxwell House Premium Cup,"Tarrytown, New York"
80,8.0,6.0,7.0,6.0,Not disclosed,Dark,Starbucks,"Seattle, Washington"
78,8.0,6.0,7.0,6.0,Colombia,Medium-Dark,Folgers,"Cincinnati, Ohio"
65,8.0,4.0,7.0,2.0,Not disclosed,Medium,Eight O'Clock Coffee,"Montvale, New Jersey"
91,9.0,8.0,8.0,8.0,"Santa Ana growing region, El Salvador",Medium,Intelligentsia Coffee Roasters,"Chicago, Illinois"
90,9.0,8.0,7.0,8.0,"Intibuca growing region, Honduras",Medium-Dark,Intelligentsia Coffee Roasters,"Chicago, Illinois"
88,8.0,7.0,7.0,8.0,"Santa Adelaida cooperative, El Salvador",Medium,Allegro Coffee,"Thornton, Colorado"
88,8.0,8.4,8.1,8.4,El Salvador,Medium,Stone Cup Roasting,"Chattanooga, Tennessee"
88,9.0,8.0,7.0,7.0,Honduras,Medium,Volcafe Specialty Coffee,Not disclosed
87,8.0,8.0,7.0,7.0,"Santa Ana growing region, El Salvador",Not disclosed,Cafe de Lya,"San Salvador, El Salvador"
87,8.0,7.0,7.0,8.0,"Ocatepeque growing region, Honduras",Medium,Intelligentsia Coffee Roasters,"Chicago, Illinois"
86,8.0,8.0,7.0,7.0,Honduras,Dark,Copan Trade Coffee Roasters,"Tomball, Texas"
86,8.0,7.0,7.0,7.0,El Salvador,Medium-Light,Coffee City USA,"Tyler, Texas"
84,8.0,7.0,5.0,7.0,"Santa Ana growing region, western El Salvador",Medium-Dark,Humboldt Bay Coffee,"Eureka, California"
83,8.0,7.0,7.0,7.0,"Comayagua growing region, Honduras",Dark,El Tucan Honduras Estate Coffee,"Stuart, Virginia"
81,8.0,7.0,6.0,7.0,"Santa Ana growing region, western El Salvador",Dark,Topeka Coffee of El Salvador,"San Salvador, El Salvador"
80,8.0,7.0,6.0,6.0,"Agalta Mountain, northeastern Honduras",Very Dark,Agalta Coffee Company,"Marion, Indiana"
91,8.0,8.0,8.0,8.0,East Timor,Dark,Supreme Bean Coffee Roasters,"North Hollywood, California"
89,8.0,8.0,7.0,8.0,"Cachoeira Farm, South America, Southern Minas Gerais State, Brazil",Not disclosed,Flying Goat Coffee,"Healdsburg, California"
89,8.0,9.0,8.0,8.0,"Southern Minas Gerais State, Brazil",Dark,Supreme Bean Coffee Roasters,"North Hollywood, California"
88,8.0,8.0,8.0,8.0,Colombia,Very Dark,Uncommon Grounds,"Berkeley, California"
86,8.0,8.0,7.0,7.0,"Bouquete growing region, western Panama",Very Dark,Uncommon Grounds,"Berkeley, California"
87,8.0,8.0,7.0,7.0,Southern Mexico,Medium-Dark,Batdorf & Bronson,"Olympia, Washington"
85,8.0,9.0,7.0,6.0,Southern India,Medium-Dark,Old City Coffee,"Philadelphia, Pennsylvania"
85,8.0,8.0,7.0,7.0,Papua New Guinea,Very Dark,Quartermaine Coffee Roasters,"Rockville, Maryland"
82,8.0,7.0,6.0,6.0,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia",Very Dark,New Harvest Coffee Roasters,"East Providence, Rhode Island"
81,8.0,8.0,6.0,6.0,"Southern Minas Gerais State and northern Sao Paulo State, Brazil",Medium-Dark,Astro Cafe,"Sterling, Virginia"
80,8.0,7.0,8.0,6.0,West-central Costa Rica,Dark,Cafe Rey,"Curridabat, Costa Rica"
